,Date,Net Sentiment
0,2022-01-01T00:00:00Z,1.0
1,2022-01-02T00:00:00Z,0.8888888888888888
2,2022-01-09T00:00:00Z,0.6862745098039216
3,2022-01-16T00:00:00Z,0.7931034482758621
4,2022-01-23T00:00:00Z,1.0
5,2022-01-30T00:00:00Z,1.0
6,2022-02-06T00:00:00Z,0.8666666666666667
7,2022-02-13T00:00:00Z,0.9322033898305084
8,2022-02-20T00:00:00Z,0.8181818181818182
9,2022-02-27T00:00:00Z,1.0
10,2022-03-06T00:00:00Z,1.0
11,2022-03-13T00:00:00Z,1.0
12,2022-03-20T00:00:00Z,0.813953488372093
13,2022-03-27T00:00:00Z,0.8064516129032258
14,2022-04-03T00:00:00Z,0.8235294117647058
15,2022-04-10T00:00:00Z,1.0
16,2022-04-17T00:00:00Z,0.8709677419354839
17,2022-04-24T00:00:00Z,0.9024390243902439
18,2022-05-01T00:00:00Z,0.8947368421052632
19,2022-05-08T00:00:00Z,0.6
20,2022-05-15T00:00:00Z,1.0
21,2022-05-22T00:00:00Z,0.9333333333333333
22,2022-05-29T00:00:00Z,0.8888888888888888
23,2022-06-05T00:00:00Z,0.6521739130434783
24,2022-06-12T00:00:00Z,0.7647058823529411
25,2022-06-19T00:00:00Z,0.9
26,2022-06-26T00:00:00Z,0.5714285714285714
27,2022-07-03T00:00:00Z,0.4
28,2022-07-10T00:00:00Z,0.9428571428571428
29,2022-07-17T00:00:00Z,0.9310344827586207
30,2022-07-24T00:00:00Z,0.9
31,2022-07-31T00:00:00Z,0.9259259259259259
32,2022-08-07T00:00:00Z,1.0
33,2022-08-14T00:00:00Z,1.0
34,2022-08-21T00:00:00Z,1.0
35,2022-08-28T00:00:00Z,0.9272727272727272
36,2022-09-04T00:00:00Z,1.0
37,2022-09-11T00:00:00Z,0.925
38,2022-09-18T00:00:00Z,0.6290322580645161
39,2022-09-25T00:00:00Z,0.9551569506726457
40,2022-10-02T00:00:00Z,1.0
41,2022-10-09T00:00:00Z,0.9444444444444444
42,2022-10-16T00:00:00Z,0.96
43,2022-10-23T00:00:00Z,0.9642857142857143
44,2022-10-30T00:00:00Z,0.9722222222222222
45,2022-11-06T00:00:00Z,0.9672131147540983
46,2022-11-13T00:00:00Z,0.9322033898305084
47,2022-11-20T00:00:00Z,0.8518518518518519
48,2022-11-27T00:00:00Z,0.9565217391304348
49,2022-12-04T00:00:00Z,1.0
50,2022-12-11T00:00:00Z,1.0
51,2022-12-18T00:00:00Z,0.9726027397260274
52,2022-12-25T00:00:00Z,0.9682539682539683
